LineId,Content,EventId,EventTemplate
668,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
671,"data_thread() got not answer from any [Thunderbird_A1] datasource,data_thread() got not answer from any [Thunderbird_B6] datasource,data_thread() got not answer from any [Thunderbird_C8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
674,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
675,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
676,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
677,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
679,"data_thread() got not answer from any [Thunderbird_C1] datasource,data_thread() got not answer from any [Thunderbird_C2] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
681,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
682,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
683,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
686,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
687,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
688,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
689,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
690,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
692,"data_thread() got not answer from any [Thunderbird_B5] datasource,data_thread() got not answer from any [Thunderbird_D6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
694,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
695,"data_thread() got not answer from any [Thunderbird_A7] datasource,data_thread() got not answer from any [Thunderbird_D8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
697,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
698,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
699,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
700,"data_thread() got not answer from any [Thunderbird_A4] datasource,data_thread() got not answer from any [Thunderbird_B2] datasource,data_thread() got not answer from any [Thunderbird_C5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
703,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
705,"data_thread() got not answer from any [Thunderbird_B8] datasource,data_thread() got not answer from any [Thunderbird_C6] datasource,data_thread() got not answer from any [Thunderbird_D7] datasource,data_thread() got not answer from any [Thunderbird_B7] datasource,data_thread() got not answer from any [Thunderbird_A8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
710,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
712,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
713,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
714,"data_thread() got not answer from any [Thunderbird_B4] datasource,data_thread() got not answer from any [Thunderbird_C8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
716,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
717,"data_thread() got not answer from any [Thunderbird_A2] datasource,data_thread() got not answer from any [Thunderbird_A6] datasource,data_thread() got not answer from any [Thunderbird_C4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
720,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
721,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
722,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
723,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
724,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
725,"synchronized to 10.100.12.250, stratum 3,synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
727,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
728,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
729,"data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_B6] datasource,data_thread() got not answer from any [Thunderbird_C2] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
732,"synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
734,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
735,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.24.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
737,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
738,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
739,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
740,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
741,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
742,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
743,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
744,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
745,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
746,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
747,"data_thread() got not answer from any [Thunderbird_B2] datasource,data_thread() got not answer from any [Thunderbird_D4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
749,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
750,"data_thread() got not answer from any [Thunderbird_A7] datasource,data_thread() got not answer from any [Thunderbird_D7] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
752,"synchronized to 10.100.18.250, stratum 3,synchronized to 10.100.14.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
754,"data_thread() got not answer from any [Thunderbird_B5] datasource,data_thread() got not answer from any [Thunderbird_C5] datasource,data_thread() got not answer from any [Thunderbird_C6] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
757,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
760,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
761,"synchronized to 10.100.12.250, stratum 3,synchronized to 10.100.22.250, stratum 3,synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
764,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
765,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
767,"data_thread() got not answer from any [Thunderbird_A8] datasource,data_thread() got not answer from any [Thunderbird_B4] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
769,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
770,"synchronized to 10.100.20.250, stratum 3,synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
772,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
773,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
774,"data_thread() got not answer from any [Thunderbird_B3] datasource,data_thread() got not answer from any [Thunderbird_D5] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
776,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
777,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
778,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
779,"data_thread() got not answer from any [Thunderbird_A1] datasource,data_thread() got not answer from any [Thunderbird_A2] datasource,data_thread() got not answer from any [Thunderbird_C4] datasource,data_thread() got not answer from any [Thunderbird_A3] datasource,data_thread() got not answer from any [Thunderbird_A6] datasource,data_thread() got not answer from any [Thunderbird_C8] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
785,"synchronized to 10.100.10.250, stratum 3,synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>,synchronized to <*>, stratum <*>"
787,"data_thread() got not answer from any [Thunderbird_B6] datasource,data_thread() got not answer from any [Thunderbird_A5] datasource,data_thread() got not answer from any [Thunderbird_C2] datasource",E32,"data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource,data_thread() got not answer from any [Thunderbird_<*>] datasource"
